SNID,redshift_hel,redshift_HD,expected_distance,measured_distance,discrepancy,PV
1991U,0.031729,0.03121,135.8873557126,133.664608774,-2.222746938600011,446
1992A,0.006188,0.00657,26.501653287199996,28.137663558,1.6360102708000035,-208
1992ae,0.0752,0.0744,322.06275488,318.63655535999993,-3.4261995200000683,104
1992ag,0.024897,0.02585,106.6276118118,110.70907199,4.081460178200004,22
1992al,0.014615,0.01365,62.592382480999994,58.45952930999999,-4.132853171000001,135
1992aq,0.101,0.09994,432.5576894,428.017975036,-4.5397143640000195,24
1992au,0.061,0.06011,261.24771339999995,257.43606643399994,-3.811646966000012,58
1992bc,0.020164,0.02006,86.3573589016,85.911952964,-0.44540593760000036,-88
1992bg,0.035244,0.03515,150.9412198536,150.53864141,-0.4025784435999924,169
1992bh,0.045,0.0444,192.72372299999998,190.15407335999998,-2.5696496399999944,202
1992bk,0.058097,0.05628,248.8148918918,241.03313623199995,-7.781755659800041,470
1992bl,0.0433,0.04193,185.44304902,179.575682342,-5.867366677999996,166
1992bo,0.018983,0.01823,81.29943186019999,78.074521562,-3.224910298199987,-9
1992bp,0.079,0.07858,338.33720259999996,336.538447852,-1.7987547479999648,-10
1992br,0.088,0.0873,376.88194719999996,373.88402262,-2.9979245799999603,70
1992bs,0.064051,0.06372,274.31438181939996,272.89679176799996,-1.4175900513999977,-4
1992G,0.005229,0.00692,22.394496612599998,29.636625848,7.242129235400004,-242
1992J,0.0446,0.04531,191.01062324,194.051375314,3.040752074000011,133
1992K,0.010358,0.00919,44.360718285199994,39.358466985999996,-5.0022512991999974,598
1992P,0.025314,0.02736,108.41351831159999,117.17602358399999,8.762505272400006,-273
1993ag,0.049094,0.04985,210.25729904359997,213.49505759,3.2377585464000163,96
1993ah,0.0293,0.02888,125.48455741999999,123.68580267199998,-1.7987547480000075,-175
1993B,0.0696,0.07023,298.07935824,300.777490362,2.698132122000004,147
1993H,0.024207,0.02489,103.67251472579999,106.59763256599999,2.925117840200002,63
1993L,0.006434,0.00595,27.555209639599997,25.48235893,-2.0728507095999973,-127
1993O,0.050512,0.05194,216.33023769279998,222.446003836,6.1157661432000054,-131
1994D,0.001868,0.00106,8.0001758792,4.539714364,-3.4604615152000004,577
1998aq,0.003714,0.00508,15.906131271599998,21.756366952,5.850235680400003,-238
1998bu,0.002894,0.00352,12.394276763599999,15.075277887999999,2.6810011244,160
1999aw,0.038,0.0391,162.74447719999998,167.45550154,4.711024340000023,53
1999by,0.002,0.00322,8.5654988,13.790453068,5.224954267999999,-194
1999cp,0.009417,0.01015,40.3306510998,43.46990640999999,3.1392553101999923,51
1999da,0.012695,0.01336,54.369503632999994,57.217531984,2.8480283510000035,-255
1999dk,0.014957,0.01383,64.0570827758,59.230424201999995,-4.826658573800003,31
1999ee,0.011148,0.01074,47.7440903112,45.996728555999994,-1.7473617552000036,-139
2000bh,0.023046,0.02412,98.7002426724,103.299915528,4.599672855600005,25
2000bk,0.025498,0.02734,109.2015442012,117.09036859599998,7.8888243947999825,-193
2000ca,0.023616,0.02391,101.1414098304,102.40053815399999,1.2591283235999953,185
2000E,0.00475,0.00544,20.343059649999997,23.298156736,2.955097086000002,-362
2001ba,0.029517,0.0302,126.41391403979999,129.33903188,2.925117840200002,134
2001bt,0.014917,0.01465,63.885772799799994,62.74227871,-1.1434940897999937,23
2001cn,0.015154,0.01516,64.9007844076,64.926480904,0.025696496400001934,-20
2001cz,0.015447,0.01669,66.1556299818,71.479087486,5.323457504199993,-80
2001el,0.003876,0.00384,16.5999366744,16.445757696,-0.1541789783999974,-55
2002cx,0.023945,0.02584,102.550434383,110.66624449599999,8.115810112999995,-247
2002er,0.008549,0.00906,36.61322462059999,38.801709564,2.188484943400006,-157
2006ct,0.031448,0.03291,134.68390313119997,140.945282754,6.261379622800035,-216
2006ou,0.013469,0.01437,57.684351668599994,61.543108878,3.8587572094000038,73
2007aj,0.03,0.03107,128.48248199999998,133.065023858,4.582541858000013,-152
2007bj,0.016788,0.01665,71.8987969272,71.30777751,-0.5910194172000018,121
2007cb,0.036592,0.03664,156.7143660448,156.91993801599997,0.20557197119998705,255
2007cc,0.029125,0.02935,124.735076275,125.69869488999998,0.9636186149999872,196
2007cf,0.032933,0.03207,141.04378599019998,137.347773258,-3.696012732199989,408
2007cn,0.025338,0.02442,108.5163042972,104.584740348,-3.9315639491999974,-87
2007cs,0.017495,0.01704,74.92670075299999,72.97804977599999,-1.9486509769999998,-202
2007ev,0.042746,0.04241,183.07040585239997,181.631402054,-1.4390037983999662,-252
2007fq,0.042453,0.04225,181.81556027819997,180.94616215,-0.8693981281999754,-187
2007hg,0.02934,0.02929,125.65586739599999,125.441729926,-0.21413746999999717,-86
2007hu,0.035184,0.03551,150.6842548896,152.08043119399997,1.3961763043999724,-94
2007if,0.0745,0.07379,319.0648303,316.024078226,-3.040752074000011,-120
2007ir,0.035304,0.03565,151.1981848176,152.68001611,1.4818312923999883,-312
2007is,0.029529,0.02866,126.4653070326,122.74359780399999,-3.7217092286000053,253
2007kd,0.024224,0.02583,103.74532146559999,110.623417002,6.878095536400011,-224
2007kf,0.0467,0.04702,200.00439697999997,201.374876788,1.3704798080000273,-145
2007kg,0.0067,0.00691,28.69442098,29.593798354,0.8993773740000002,-276
2007kh,0.05,0.05032,214.13747,215.50794980799998,1.3704798079999705,-251
2007ob,0.033891,0.03243,145.14665991539997,138.889563042,-6.2570968733999734,57
2007rx,0.0323,0.03234,138.33280562,138.504115596,0.17130997600000342,-354
2007ss,0.015572,0.01652,66.6909736568,70.751020088,4.060046431200007,-97
2007su,0.027832,0.0274,119.19748130079999,117.34733356,-1.850147740799997,-232
2007sw,0.025244,0.02642,108.11372585359999,113.15023914799998,5.036513294399995,-134
2008A,0.016455,0.01563,70.472641377,66.939373122,-3.533268254999996,-21
2008050,0.04526,0.04625,193.837237844,198.07715975,4.239921906000006,6
2008051,0.03777,0.03873,161.75944483799998,165.870884262,4.111439424000025,-109
2008ac,0.052808,0.05363,226.16343031519997,229.68385032199998,3.520420006800009,-29
2008ad,0.055441,0.05614,237.43990948539997,240.433551316,2.9936418306000405,74
2008ae,0.030029,0.03145,128.60668173259998,134.69246863,6.085786897400027,-79
2008ai,0.035093,0.03663,150.2945246942,156.877110522,6.582585827800017,-183
2008at,0.035001,0.03549,149.90051174939998,151.99477620599998,2.0942644566000013,-70
2008bw,0.032663,0.03296,139.88744365219998,141.159420224,1.2719765718000247,-195
2008by,0.045,0.04631,192.72372299999998,198.33412471399998,5.610401714000005,-134
2008cm,0.011078,0.01162,47.44429785319999,49.765548028,2.3212501748000065,-32
2008dr,0.041195,0.04014,176.427861533,171.909560916,-4.518300616999994,-51
2008ds,0.021061,0.02117,90.1989851134,90.66580479800001,0.46681968460001144,-351
2008dt,0.035184,0.03551,150.6842548896,152.08043119399997,1.3961763043999724,-94
2008gb,0.037,0.03796,158.46172779999998,162.573167224,4.111439424000025,-447
2008hm,0.019664,0.02067,84.2159842016,88.524430098,4.308445896400002,-437
2008Q,0.008016,0.00726,34.3305191904,31.092760643999995,-3.237758546400002,-84
2008Z,0.020621,0.02118,88.31457537739999,90.708632292,2.3940569146000144,83
2009bv,0.036675,0.03848,157.06983424499998,164.800196912,7.7303626670000085,-288
2009do,0.039642,0.04099,169.77675171479999,175.54989790599998,5.773146191199999,-207
2009gf,0.018446,0.01855,78.9995954324,79.44500137,0.44540593760000036,205
2009jr,0.016561,0.01593,70.9266128134,68.22419794199999,-2.702414871400009,-92
2009kk,0.012859,0.0122,55.0718745346,52.24954268,-2.8223318546000016,69
04D3ez,0.263,0.2636,1126.3630922,1128.93274184,2.5696496400000797,-27
05D2ah,0.18489,0.18616,791.8375365659999,797.2766283039999,5.439091738000002,29
05D3ne,0.169251,0.16985,724.8596186994,727.4249855899999,2.5653668905998757,-38
06D2fb,0.1245,0.12566,533.2023002999999,538.170289604,4.967989304000071,39
06D3dt,0.28205,0.28266,1207.9494682700001,1210.561945404,2.612477133999846,-25
06D3fp,0.268,0.2686,1147.7768392,1150.34648884,2.5696496399998523,-26
06D3gn,0.250194,0.2508,1071.5182033836,1074.11354952,2.595346136400167,-27
2009lf,0.045,0.04483,192.72372299999998,191.995655602,-0.728067397999979,-224
2009li,0.040515,0.03993,173.515591941,171.010183542,-2.505408399000004,-184
2009na,0.020994,0.022,89.91204090359999,94.22048679999999,4.308445896400002,10
2009nq,0.015711,0.01488,67.28627582339999,63.727311072,-3.5589647513999907,-116
2010A,0.020755,0.01998,88.88846379699999,85.569333012,-3.3191307849999845,-7
2010ag,0.033715,0.03366,144.39289602099998,144.15734480400002,-0.23555121699996562,3
2010cr,0.021551,0.02134,92.29753231939999,91.393872196,-0.9036601233999875,349
2010dt,0.052868,0.05316,226.42039527919997,227.67095810399996,1.2505628247999994,-69
2010dw,0.03812,0.03902,163.258407128,167.112881588,3.854474460000006,-90
2010H,0.015197,0.01649,65.0849426318,70.622537606,5.53759497419999,-127
2010Y,0.010779,0.01206,46.1637557826,51.649957764,5.486201981400001,-270
PTF10bjs,0.030014,0.03122,128.5424404916,133.707436268,5.164995776400019,-194
1993ac,0.04937,0.05003,211.43933787799998,214.26595248199996,2.8266146039999853,-203
1993ae,0.019667,0.02009,84.2288324498,86.04043544599999,1.8116029961999942,-424
1994ae,0.004273,0.00588,18.3001881862,25.182566471999998,6.882378285799998,-145
1994M,0.023083,0.02464,98.8587044002,105.52694521599999,6.66824081579999,-110
1994Q,0.02946,0.02858,126.16979732399999,122.40097785199998,-3.768819472000004,253
1994S,0.015243,0.01588,65.2819491042,68.01006047199999,2.728111367799997,92
1994T,0.034568,0.03583,148.0460812592,153.450911002,5.40482974279999,-55
1995ac,0.049904,0.0486,213.72632605759998,208.14162083999997,-5.584705217600003,20
1995ak,0.022699,0.02205,97.2141286306,94.43462427,-2.7795043606000007,-29
1995al,0.005347,0.00697,22.899861041799998,29.850763317999995,6.950902276199997,-222
1995bd,0.01539,0.01536,65.91151326599999,65.783030784,-0.12848248199998125,-41
1995D,0.006561,0.00806,28.099118813399997,34.518960164,6.419841350600002,-114
1995E,0.011562,0.01214,49.517148562799996,51.992577716,2.475429153200004,-146
1996ab,0.123,0.12352,526.7781762,529.005205888,2.227029688000016,-9
1996ai,0.003096,0.00451,13.259392142399998,19.315199794,6.055807651600004,-195
1996bk,0.006665,0.00779,28.544524750999997,33.362617826,4.818093075,-237
1996bl,0.036,0.03459,154.17897839999998,148.140301746,-6.038676653999971,64
1996bo,0.017289,0.01665,74.04445437659999,71.30777751,-2.7366768665999928,-99
1996bv,0.016665,0.01699,71.372018751,72.76391230600001,1.39189355500001,-79
1996C,0.028235,0.02913,120.92342930899999,124.756490022,3.833060713000009,-112
1996X,0.006765,0.0062,28.972799691,26.553046279999997,-2.419753411000002,468
1996Z,0.007565,0.00817,32.398999210999996,34.990062598,2.5910633870000055,150
1997bp,0.008176,0.00864,35.015759094399996,37.002954816,1.9871957216000027,201
1997br,0.006988,0.00665,29.9278528072,28.480283509999996,-1.4475692972000047,406
1997cn,0.016137,0.01624,69.11072706779998,69.551850256,0.4411231882000095,205
1997cw,0.017122,0.01629,73.3292352268,69.76598772599999,-3.563247500800003,-104
1997dg,0.03081,0.02996,131.95150901399998,128.311172024,-3.6403369899999802,-99
1997do,0.01012,0.01073,43.341423928,45.953901062,2.6124771340000024,-76
1997dt,0.007296,0.00683,31.2469396224,29.251178401999997,-1.9957612204000021,-225
1997E,0.013539,0.01439,57.9841441266,61.62876386599999,3.6446197393999924,-255
1997Y,0.015952,0.01692,68.3184184288,72.464119848,4.145701419199995,-128
1998ab,0.027153,0.02857,116.2894944582,122.358150358,6.068655899800007,-194
1998bp,0.010435,0.0106,44.690489989,45.39714364,0.7066536510000034,-129
1998co,0.017936,0.0173,76.81539323839999,74.09156462,-2.723828618399992,-137
1998D,0.012559,0.01319,53.7870497146,56.489464586,2.702414871399995,8
1998de,0.016471,0.01594,70.5411653674,68.26702543599998,-2.274139931400015,-161
1998dh,0.008969,0.00818,38.411979368599994,35.032890092,-3.3790892765999914,-134
1998dk,0.013163,0.01218,56.373830352199995,52.163887692,-4.209942660199992,-61
1998dm,0.006668,0.00631,28.5573729992,27.024148713999995,-1.5332242852000029,-191
1998dx,0.054224,0.05426,232.22780346559998,232.381982444,0.1541789784000116,-104
1998ec,0.019914,0.02095,85.2866715516,89.72359993,4.436928378400012,-236
1998ef,0.017611,0.01742,75.4234996834,74.605494548,-0.8180051354,-240
1998eg,0.02476,0.02394,106.040875144,102.52902063599998,-3.511854508000013,-126
1998es,0.010571,0.00966,45.2729439074,41.371359203999994,-3.9015847034000046,-28
1998V,0.017586,0.01753,75.3164309484,75.076596982,-0.2398339663999991,-103
1999aa,0.014422,0.01535,61.7658118468,65.74020329000001,3.9743914432000125,-34
1999ac,0.009476,0.01017,40.5833333144,43.555561397999995,2.972228083599994,-112
1999cc,0.031257,0.0313,133.8658979958,134.05005622,0.18415822419999017,47
1999cl,0.007451,0.00851,31.9107657794,36.446197394,4.535431614600004,9
1999cw,0.012325,0.01137,52.78488635499999,48.694860678,-4.090025676999993,-61
1999dq,0.01433,0.01332,61.371798902,57.046222007999994,-4.325576894000008,65
1999ef,0.038857,0.03781,166.4147934358,161.930754814,-4.484038621799982,-26
1999ej,0.013723,0.01182,58.7721700162,50.622097908,-8.1500721082,281
1999ek,0.017522,0.01758,75.04233498679999,75.290734452,0.24839946520000922,10
1999gd,0.018181,0.01937,77.8646668414,82.95685587799998,5.09218903659999,-111
1999gh,0.007705,0.00798,32.998584127,34.17634021199999,1.1777560849999915,252
1999gp,0.026749,0.02691,114.55926370059998,115.24878635399999,0.6895226534000045,-259
1999X,0.02504,0.02648,107.240044976,113.407204112,6.167159136000009,-205
2000B,0.019141,0.01917,81.97610626539999,82.100305998,0.12419973260000461,68
2000ce,0.016261,0.01722,69.6417879934,73.748944668,4.107156674599992,-225
2000cf,0.036425,0.03707,155.999146895,158.761520258,2.7623733629999947,-178
2000cn,0.023493,0.02341,100.6146316542,100.25916345399999,-0.3554682002000078,-63
2000cx,0.008016,0.00726,34.3305191904,31.092760643999995,-3.237758546400002,-84
2000dk,0.017489,0.0173,74.9010042566,74.09156462,-0.8094396366000041,-240
2000fa,0.021275,0.0224,91.11549348499999,95.93358656,4.818093075000007,-174
ASASSN-14eu,0.022722,0.02254,97.31263186679999,96.53317147599999,-0.7794603907999971,253
ASASSN-14fa,0.022269,0.02219,95.3725463886,95.034209186,-0.3383372026000018,-130
ASASSN-14kd,0.024,0.02306,102.78598559999999,98.760201164,-4.025784435999995,-94
ASASSN-14lw,0.0209,0.01977,89.50946245999998,84.66995563799999,-4.83950682199999,147
iPTF13dge,0.015858,0.01662,67.9158399852,71.179295028,3.263455042800004,-237
iPTF13ebh,0.013164,0.01114,56.3781131016,47.709828316,-8.668284785600001,367
iPTF14atg,0.021294,0.02066,91.1968657236,88.481602604,-2.715263119599996,463
iPTF14bdn,0.015579,0.01603,66.7209529026,68.652472882,1.9315199793999938,96
LSQ11ot,0.027339,0.02714,117.08608584659999,116.233818716,-0.8522671305999836,61
LSQ12gdj,0.029911,0.02947,128.10131730339998,126.212624818,-1.8886924853999858,-176
LSQ13crf,0.06,0.05974,256.96496399999995,255.851449156,-1.1135148439999512,-112
LSQ13ddu,0.058454,0.05747,250.34383342759998,246.129608018,-4.214225409599976,203
LSQ13ry,0.029846,0.03118,127.82293859239999,133.536126292,5.713187699600013,-30
PS1-14xw,0.024307,0.02415,104.1007896658,103.42839801,-0.6723916557999985,74
PTF09dnp,0.037304,0.03819,159.76368361759998,163.558199586,3.7945159684000203,-177
PTF10icb,0.00856,0.00992,36.660334864,42.484874047999995,5.824539183999995,-273
2005df,0.00435,0.00406,18.62995989,17.387962564,-1.241997326,86
2006dm,0.022836,0.02228,97.80086529839998,95.419656632,-2.381208666399985,-198
2007cv,0.009974,0.01064,42.7161425156,45.568453616,2.8523111004000015,147
2007gi,0.00462,0.00587,19.786302227999997,25.139738978,5.353436750000004,-243
2008dx,0.035,0.03688,149.896229,157.947797872,8.05156887199999,-277
2008ec,0.01626,0.01557,69.637505244,66.682408158,-2.955097085999995,-166
2008ge,0.004043,0.00389,17.315155824199998,16.659895166,-0.6552606581999996,13
2009jb,0.02338,0.02307,100.130680972,98.803028658,-1.327652313999991,52
2010el,0.005017,0.00538,21.486553739799998,23.041191771999998,1.5546380321999997,-117
2010gn,0.03136,0.03147,134.30702118399998,134.778123618,0.4711024340000165,-70
2010gp,0.024307,0.02415,104.1007896658,103.42839801,-0.6723916557999985,74
2010ih,0.007288,0.00815,31.212677627199998,34.90440760999999,3.6917299827999948,-85
2010jn,0.025024,0.02617,107.1715209856,112.07955179799998,4.908030812399986,-42
2010kg,0.016632,0.01696,71.2306880208,72.635429824,1.4047418031999968,-151
2010ko,0.010463,0.01086,44.8104069722,46.510658484,1.7002515117999977,-75
2011aa,0.012355,0.0129,52.91336883699999,55.24746726,2.3340984230000075,-146
2011ao,0.010742,0.01195,46.0052940548,51.17885533,5.173561275200001,-82
2011ay,0.020544,0.02188,87.9848036736,93.706556872,5.721753198399995,-318
2011B,0.004647,0.00551,19.9019364618,23.597949193999998,3.6960127322,-238
2011de,0.029187,0.02975,125.0006067378,127.41179464999999,2.411187912199992,-155
2011dm,0.00493,0.00554,21.113954542,23.726431676,2.6124771340000024,-325
2011dn,0.025272,0.02513,108.23364283679999,107.625492422,-0.6081504147999937,-206
2011eh,0.006693,0.00808,28.6644417342,34.604615151999994,5.940173417799993,-257
2011gu,0.01912,0.01836,81.886168528,78.63127898399999,-3.254889544000008,-107
2011hb,0.02905,0.02825,124.41387006999999,120.98767055,-3.426199519999983,-136
2011ia,0.017672,0.01864,75.68474739679999,79.830448816,4.145701419200009,-177
2011im,0.016163,0.01549,69.2220785522,66.339788206,-2.8822903462000085,-165
2011iv,0.006248,0.00668,26.758618251199998,28.608765992,1.8501477408000007,-219
2012fr,0.005551,0.00587,23.7735419194,25.139738978,1.366197058600001,-191
2012hr,0.007566,0.00814,32.403281960399994,34.861580116,2.458298155600005,-76
2012ij,0.010451,0.01171,44.759013979399995,50.15099547399999,5.391981494599996,-39
2012V,0.010978,0.01147,47.0160229132,49.12313561799999,2.107112704799995,-301
2012Z,0.007185,0.00719,30.771554439,30.792968186,0.021413747000000427,-153
2013aa,0.004113,0.0033,17.6149482822,14.13307302,-3.481875262200001,441
2013ag,0.021295,0.02066,91.201148473,88.481602604,-2.719545869000001,463
2013cg,0.007745,0.00853,33.169894103,36.531852382,3.3619582789999995,85
2013cs,0.00924,0.00935,39.57260445599999,40.04370689,0.4711024340000094,281
2013dh,0.013298,0.0136,56.952001521199996,58.245391839999996,1.2933903188000002,54
2013E,0.009467,0.01027,40.5447885698,43.983836337999996,3.4390477681999982,77
2013eh,0.034947,0.03655,149.6692432818,156.53449056999997,6.865247288199981,-423
2013eu,0.009266,0.01015,39.6839559404,43.46990640999999,3.785950469599996,-235
2013fn,0.026975,0.02539,115.52716506499999,108.73900726599999,-6.788157799000004,176
2013fy,0.030248,0.02904,129.54460385119998,124.37104257599998,-5.173561275200001,156
2013gs,0.016812,0.01776,72.0015829128,76.06162934400001,4.060046431200007,-83
2013hh,0.013128,0.01415,56.223934123199996,60.60090400999999,4.376969886799991,34
2013hn,0.015067,0.01547,64.5281852098,66.25413321799999,1.7259480081999925,149
2013Q,0.017197,0.0165,73.65044143179999,70.6653651,-2.9850763317999878,-132
2014at,0.032116,0.03114,137.5447797304,133.364816316,-4.179963414399992,80
2014bv,0.005634,0.00664,24.1290101196,28.437456016,4.3084458963999985,-255
2014cd,0.020608,0.02051,88.2588996352,87.839190194,-0.4197094411999984,18
2014dg,0.003913,0.00453,16.758398402199997,19.400854782,2.6424563798000023,-271
2014dt,0.005228,0.00633,22.3902138632,27.109803701999997,4.7195898387999975,16
2014eg,0.018803,0.01835,80.5285369682,78.58845149,-1.9400854782000039,47
2014ek,0.023113,0.02274,98.9871868822,97.389721356,-1.5974655262000113,-228
2014I,0.030061,0.02938,128.7437297134,125.82717737200001,-2.916552341399992,262
2014R,0.025137,0.02595,107.65547166779999,111.13734692999999,3.481875262200006,-89
2015bp,0.004069,0.00419,17.426507308599998,17.944719986,0.5182126774000011,153
2015F,0.00489,0.00502,20.942644566,21.499401988,0.5567574220000004,81
2008J,0.015954,0.01551,68.3269839276,66.425443194,-1.901540733600001,-90
2008ha,0.004623,0.00448,19.7991504762,19.186717311999995,-0.6124331642000058,-319
2009J,0.015874,0.01591,67.98436397559999,68.13854295399999,0.1541789783999974,50
2010ae,0.003759,0.00359,16.0988549946,15.375070345999998,-0.7237846486000024,190
2012ht,0.003516,0.00465,15.0581468904,19.914784709999996,4.856637819599996,0
2001bg,0.007192,0.00855,30.801533684799995,36.61750737,5.815973685200003,-174
2019np,0.004523,0.00621,19.3708755362,26.595873774,7.224998237800001,-210
1999bh,0.017281,0.01831,74.0101923814,78.417141514,4.4069491325999905,-165
1999dg,0.022059,0.02197,94.47316901459999,94.092004318,-0.3811646965999955,194
2000cp,0.033946,0.03293,145.3822111324,141.03093774200002,-4.351273390399967,379
2000cu,0.019567,0.01866,83.8005575098,79.91610380399999,-3.884453705800013,106
2000cw,0.030131,0.02949,129.04352217139999,126.29827980599998,-2.745242365400003,-154
2000dg,0.03849,0.03697,164.843024406,158.333245318,-6.509779088000016,80
2000dm,0.015107,0.01484,64.6994951858,63.556001096,-1.1434940898000008,-35
2000dn,0.032066,0.03148,137.33064226039997,134.820951112,-2.5096911483999804,-193
2000dr,0.018673,0.0179,79.97177954619998,76.66121426,-3.3105652861999886,-73
2001bp,0.094829,0.09519,406.1288428526,407.67491538599995,1.546072533399979,-38
2001br,0.020901,0.0209,89.51374520939999,89.50946246,-0.004282749399990848,-128
2001cj,0.024088,0.02494,103.16286754719998,106.811770036,3.6489024888000188,-9
2001ck,0.034837,0.03616,149.19814084779998,154.864218304,5.666077456200014,-210
2001dl,0.020948,0.02049,89.7150344312,87.753535206,-1.9614992252000008,-195
2001E,0.01909,0.02019,81.75768604599999,86.468710386,4.711024340000009,40
2001ex,0.026378,0.02731,112.97036367319998,116.961886114,3.9915224408000114,-216
2002aw,0.026385,0.02493,113.00034291899999,106.76894254199999,-6.231400377,437
2002cf,0.015098,0.01594,64.6609504412,68.26702543599998,3.6060749947999824,86
2002cs,0.015838,0.0159,67.8301849972,68.09571546,0.2655304627999868,-155
2002cu,0.022528,0.02236,96.48177848319999,95.762276584,-0.7195018991999831,-56
2002dl,0.016268,0.01532,69.6717672392,65.611720808,-4.060046431199993,-45
2002eb,0.027509,0.0273,117.81415324459999,116.91905861999999,-0.8950946246000058,-284
2002ef,0.023406,0.02273,100.2420324564,97.34689386199999,-2.8951385944000094,-142
2002el,0.028727,0.02849,123.03054201379999,122.015530406,-1.0150116077999911,-207
2002jg,0.01501,0.01415,64.284068494,60.60090400999999,-3.6831644840000095,-80
2003gn,0.034384,0.03375,147.2580553696,144.54279225,-2.715263119599996,-171
2003gq,0.021435,0.02079,91.80073338899999,89.03836002599999,-2.7623733629999947,-144
2003gs,0.004783,0.00452,20.484390380199997,19.358027288,-1.1263630921999983,-161
2003gt,0.015191,0.01462,65.05924613539999,62.61379622799999,-2.445449907399997,-117
2003he,0.025264,0.02491,108.1993808416,106.683287554,-1.5160932876000004,-253
2003hv,0.0055,0.00557,23.555121699999997,23.854914158,0.2997924580000024,-174
2003Y,0.016892,0.01775,72.3442028648,76.01880184999999,3.6745989851999923,-125
2004at,0.022366,0.02321,95.7879730804,99.402613574,3.6146404936000067,-99
2004bd,0.009123,0.01063,39.07152277619999,45.525626122,6.454103345800007,-161
2004bk,0.023058,0.02352,98.75163566519998,100.73026588799999,1.9786302228000068,156
2004br,0.023083,0.02464,98.8587044002,105.52694521599999,6.66824081579999,-110
2004bv,0.010691,0.01022,45.7868738354,43.769698868,-2.0171749674000026,-91
2004bw,0.021401,0.02116,91.6551199094,90.622977304,-1.0321426053999971,267
2004E,0.029834,0.03155,127.77154559959999,135.12074356999997,7.349197970399985,-257
2004fz,0.01732,0.01743,74.17721960799999,74.648322042,0.4711024340000165,-287
2004S,0.009298,0.01042,39.8210039212,44.626248748,4.805244826799999,-184
2005bc,0.012106,0.01292,51.8469642364,55.333122247999995,3.486158011599997,-91
2005cc,0.00726,0.00844,31.092760644,36.146404935999996,5.053644291999998,-175
2005de,0.01526,0.01519,65.354755844,65.054963386,-0.2997924579999989,-72
2005dm,0.01684,0.01628,72.121499896,69.723160232,-2.398339664000005,-79
2008cl,0.06333,0.06355,271.226519502,272.16872436999995,0.9422048679999762,-40
2008ei,0.037659,0.03702,161.2840596546,158.547382788,-2.7366768665999928,-139
SNF20071021-000,0.0276,0.02714,118.20388343999998,116.233818716,-1.9700647239999824,-216
SNF20080514-002,0.021938,0.02219,93.95495633719999,95.034209186,1.0792528488000102,213
SNF20080909-030,0.03134,0.0311,134.221366196,133.19350634,-1.027859855999992,-282
2017gup,0.02316,0.02275,99.18847610399999,97.43254884999999,-1.7559272539999995,-43
2017hoq,0.02341,0.02303,100.25916345399999,98.63171868199998,-1.627444772000004,137
2018enc,0.02389,0.02354,102.314883166,100.81592087599999,-1.4989622900000086,281
2018fop,0.02121,0.02151,90.83711477399999,92.121939594,1.2848248200000114,-396
2018jjd,0.0256,0.02521,109.63838464,107.96811237399999,-1.670272266000012,75
ASASSN-16bn,0.023166,0.02241,99.21417260039999,95.976414054,-3.237758546399988,36
ASASSN-16es,0.0285,0.03047,122.05835789999999,130.495374218,8.437016318000005,-215
ASASSN-16hh,0.03026,0.02979,129.59599684399998,127.583104626,-2.0128922179999904,-127
ASASSN-16lc,0.02033,0.02096,87.068295302,89.766427424,2.698132122000004,-278
ASASSN-18da,0.022,0.0217,94.22048679999999,92.93566198,-1.284824819999983,-39
ASASSN-18iu,0.0223,0.02207,95.50531162,94.52027925799999,-0.9850323620000125,-16
2019ein,0.007755,0.00883,33.212721597,37.816677201999994,4.603955604999996,-135
2021pit,0.003876,0.00384,16.5999366744,16.445757696,-0.1541789783999974,-55
2021hpr,0.00938,0.01044,40.172189372,44.711903736,4.539714363999998,-256
2015bo,0.016137,0.01624,69.11072706779998,69.551850256,0.4411231882000095,205
722,0.086341,0.08532,369.7768659454,365.4041788079999,-4.372687137400078,-76
739,0.107638,0.10667,460.98657991719995,456.84087849799994,-4.145701419200009,-65
744,0.128251,0.1271,549.2668932994,544.3374487399999,-4.9294445594000535,-42
762,0.191381,0.19025,819.6368629213999,814.79307335,-4.843789571399952,-39
774,0.093331,0.09252,399.71328425139995,396.23997448800003,-3.473309763399925,-67
1032,0.129755,0.12921,555.708148397,553.374049974,-2.3340984230000004,-46
1112,0.257608,0.2562,1103.2705074352,1097.24039628,-6.030111155200075,-26
1119,0.297805,0.29647,1275.4241850669998,1269.706714618,-5.717470448999848,-18
1166,0.382077,0.38061,1636.3400425037999,1630.0572491340001,-6.28279336979972,-23
1241,0.08979,0.0887,384.548068626,379.87987178,-4.668196846000001,-59
1253,0.263071,0.26175,1126.6671674074,1121.0096554499999,-5.657511957400175,-21
1316,0.217109,0.21578,929.8234394845999,924.131665532,-5.691773952599874,-30
1371,0.119343,0.11818,511.11616164419996,506.1353240919999,-4.980837552200057,-55
1580,0.182932,0.18229,783.4519132408,780.702388126,-2.749525114800008,-33
1688,0.359161,0.35774,1538.1965572534,1532.1107703559999,-6.085786897400112,-16
1794,0.14191,0.14082,607.764967354,603.096770508,-4.668196846000001,-30
2017,0.263088,0.26172,1126.7399741472,1120.881172968,-5.858801179199872,-23
2030,0.2336,0.23245,1000.45025984,995.52509803,-4.925161809999963,-16
2031,0.153,0.15195,655.2606582,650.7637713299999,-4.496886870000026,-23
